"Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference (cm)","Depth (cm)","Diameter (cm)","Height (cm)","Length (cm)","Weight (kg)","Width (cm)","Seat Height (cm)","Duration (sec.)"
"Letters in a Cube","Ben Shahn","5366","(American, born Lithuania. 1898â€“1969)","(American)","-1898","-1969","(Male)","1963","Silver with gold wash","2 1/8 x 1 7/8 x 1 7/8"" (5.2 x 4.8 x 4.8 cm)","Given anonymously","402.1963","Sculpture","Painting & Sculpture","########","Y","81444","http://www.moma.org/collection/works/81444","http://www.moma.org/media/W1siZiIsIjE2NTgxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=36e077c1007a417d","","4.8","","5.2","","","4.8","",""
"Arrangement of Letters","Ben Shahn","5366","(American, born Lithuania. 1898â€“1969)","(American)","-1898","-1969","(Male)","1963","Silver with gold wash","3 1/4 x 2 x 1 7/8"" (8.1 x 5 x 4.8 cm)","Given anonymously","403.1963","Sculpture","Painting & Sculpture","########","Y","81445","http://www.moma.org/collection/works/81445","http://www.moma.org/media/W1siZiIsIjE2NTgxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bb5b2781c28281ba","","","","0.3","","","","",""
"Dynamo Mother","Gaston Lachaise","3332","(American, born France. 1882â€“1935)","(American)","-1882","-1935","(Male)","1933","Bronze","11 1/8 x 17 3/4 x 7 1/2"" (28.3 x 45.1 x 19 cm)","Gift of Edward M. M. Warburg","406.1941","Sculpture","Painting & Sculpture","########","Y","81446","http://www.moma.org/collection/works/81446","http://www.moma.org/media/W1siZiIsIjIwODg4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1afc43b82200e30e","","12.4","","7","","","2.2","",""
"Oracle","Reg Butler","900","(British, 1913â€“1983)","(British)","-1913","-1983","(Male)","1952","Bronze","33 1/2"" x 6' 1"" x 21 5/8"" (85.1 x 185.4 x 54.7 cm)","Purchase","409.1953","Sculpture","Painting & Sculpture","########","Y","81447","http://www.moma.org/collection/works/81447","","","54.7","","85.1","","47.1741","185.4","",""
"The Parisian","Max Ernst","1752","(French and American, born Germany. 1891â€“1976)","(French)","-1891","-1976","(Male)","1950","Plaster","32 x 7 x 4 1/2"" (81.3 x 17.8 x 11.4 cm)","Gift of Mrs. Dallas Ernst","409.1999","Sculpture","Painting & Sculpture","########","Y","81448","http://www.moma.org/collection/works/81448","http://www.moma.org/media/W1siZiIsIjIyOTU1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8283fbf8e0cfd4f8","","11.43","","81.2802","","","17.78","",""
"The Unknown Political Prisoner (Project for a Monument)","Reg Butler","900","(British, 1913â€“1983)","(British)","-1913","-1983","(Male)","1951-53 (remade by the artist after lost original)","Welded bronze, brass wire and sheet on limestone","17 3/8"" (44.1 cm) high, on limestone 2 3/4  x 7 1/2 x 7 1/4"" (7 x 19 x 18.4 cm)","Mrs. Saidie A. May Fund","410.1953","Sculpture","Painting & Sculpture","########","Y","81449","http://www.moma.org/collection/works/81449","http://www.moma.org/media/W1siZiIsIjIwODg5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c2d85b86bcadc62c","","","","44.1","","","","",""
"Floor Cake","Claes Oldenburg","4397","(American, born Sweden. 1929â€“2022)","(American)","-1929","-2022","(Male)","1962","Synthetic polymer paint and latex on canvas filled with foam rubber and cardboard boxes","58 3/8"" x 9' 6 1/4"" x 58 3/8"" (148.2 x 290.2 x 148.2 cm)","Gift of Philip Johnson","414.1975","Sculpture","Painting & Sculpture","########","Y","81450","http://www.moma.org/collection/works/81450","http://www.moma.org/media/W1siZiIsIjIyNTMyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dc69ab936df74c12","","148.2","","148.2","","","290.2","",""
"Venus in a Shell, I","Henri Matisse","3832","(French, 1869â€“1954)","(French)","-1869","-1954","(Male)","Nice, summer 1930","Bronze","12 1/4"" (31 cm) high, at base 7 1/4 x 8 1/8"" (18.3 x 20.6 cm)","Gift of Pat and Charles Simon","417.196","Sculpture","Painting & Sculpture","########","Y","81451","http://www.moma.org/collection/works/81451","http://www.moma.org/media/W1siZiIsIjIwODkwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c604b575f66abb9e","","","","","","","","",""
"Bird C","Isamu Noguchi","4324","(American, 1904â€“1988)","(American)","-1904","-1988","(Male)","1952-58","Greek marble on wood and painted steel base","22 3/4 x 8 1/2 x 4 3/4"" (57.8 x 21.6 x 12.1 cm)","In memory of Robert Carson, architect (given anonymously)","418.196","Sculpture","Painting & Sculpture","########","Y","81452","http://www.moma.org/collection/works/81452","http://www.moma.org/media/W1siZiIsIjMwMjM3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3732c821cb9f335d","","12.065","","57.8","","","21.59","",""
"Woman","Alberto Giacometti","2141","(Swiss, 1901â€“1966)","(Swiss)","-1901","-1966","(Male)","1928","Plaster","15 3/4 x 6 3/4 x 3"" (39.8 x 17 x 7.7 cm), at base 4 x 3 1/4"" (10.1 x 8.1 cm)","Purchase","418.1971","Sculpture","Painting & Sculpture","########","Y","81453","http://www.moma.org/collection/works/81453","http://www.moma.org/media/W1siZiIsIjIwODkxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3d79378a03c13985","","7.6","","40","","","17.1","",""
"Woman","Isamu Noguchi","4324","(American, 1904â€“1988)","(American)","-1904","-1988","(Male)","1957","Iron with wood and painted steel base","14 3/8 x 18 1/4 x 8 5/8"" (36.5 x 46.3 x 21.9 cm), base 50 7/8 x 18 x 18"" (129.2 x 45.7 x 45.7 cm)","Purchase","419.196","Sculpture","Painting & Sculpture","########","Y","81454","http://www.moma.org/collection/works/81454","http://www.moma.org/media/W1siZiIsIjMwMjM4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=96d32e3608add380","","21.9","","36.5","","20.8655","46.3","",""
"Midday","Anthony Caro","982","(British, 1924â€“2013)","(British)","-1924","-2013","(Male)","1960","Painted steel","7' 8 3/4 x 37 7/8 x 12' 9, 2384 lb. (235.6 x 96.2 x 378.5 cm, 1081.4 kg)","Mr. and Mrs. Arthur Wiesenberger Fund","419.1974","Sculpture","Painting & Sculpture","########","Y","81456","http://www.moma.org/collection/works/81456","http://www.moma.org/media/W1siZiIsIjE2NTQ3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=28c4acd6736262a7","","378.4608","","235.5855","","1081.375","96.20269","",""
"Above","Alexander Liberman","3537","(American, born Russia. 1912â€“1999)","(American)","-1912","-1999","(Male)","1970","Painted steel","12' 10 5/8"" x 11' 7 1/4"" x 9' 1 1/8"" (394.6 x 353.6 x 277.2 cm)","A. Conger Goodyear Fund","422.1971","Sculpture","Painting & Sculpture","########","Y","81458","http://www.moma.org/collection/works/81458","http://www.moma.org/media/W1siZiIsIjEyMDU4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f0e39a66ee18a2f2","","277.2","","394.6","","2948.381","353.6","",""
"Tarp","Christopher Wilmarth","6386","(American, 1943â€“1987)","(American)","-1943","-1987","(Male)","1971","Curved strips of glass suspended from wire-and-nail wall configurations","26 1/4 x 68 1/2 x 4 1/2"" (66.5 x 174 x 11.4 cm)","Advisory Committee Fund","423.1971.a-f","Sculpture","Painting & Sculpture","########","Y","81459","http://www.moma.org/collection/works/81459","http://www.moma.org/media/W1siZiIsIjIwODkxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3e6bef5958742596","","11.4","","66.5","","9.0719","174","",""
"Floor Cone","Claes Oldenburg","4397","(American, born Sweden. 1929â€“2022)","(American)","-1929","-2022","(Male)","1962","Synthetic polymer paint on canvas filled with foam rubber and cardboard boxes","53 3/4"" x 11' 4"" x 56"" (136.5 x 345.4 x 142 cm)","Gift of Philip Johnson","425.1981","Sculpture","Painting & Sculpture","########","Y","81461","http://www.moma.org/collection/works/81461","http://www.moma.org/media/W1siZiIsIjIxMTMyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ce59d71f7ee96fdb","","142","","136.5","","","345.4","",""
"Bound Square","Jackie Winsor","6402","(American, born Canada 1941)","(American)","-1941","0","(Female)","1972","Wood and twine","6' 3 1/2"" x 6' 4"" x 14 1/2"" (191.8 x 193 x 36.8 cm)","Joseph G. Mayer Foundation, Inc., in honor of James Thrall Soby and Grace M. Mayer Fund in honor of Alfred H. Barr, Jr.","426.1974","Sculpture","Painting & Sculpture","########","Y","81462","http://www.moma.org/collection/works/81462","http://www.moma.org/media/W1siZiIsIjEyMTI2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=10173798a6c477a9","","36.8","","191.8","","105.4613","193","",""
"Bust of the Young Balzac","Auguste Rodin","4978","(French, 1840â€“1917)","(French)","-1840","-1917","(Male)","1891 (cast c. 1971)","Bronze","17 1/4 x 15 1/4 x 9 1/4"" (43.8 x 38.7 x 23.6 cm)","Gift of The Cantor, Fitzgerald Collection","430.1975","Sculpture","Painting & Sculpture","########","Y","81463","http://www.moma.org/collection/works/81463","http://www.moma.org/media/W1siZiIsIjIxMTMzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=952307fd676e88fa","","23.6","","43.8","","23.1334","38.7","",""
"Mask of Balzac Smiling","Auguste Rodin","4978","(French, 1840â€“1917)","(French)","-1840","-1917","(Male)","1891 (cast 1970)","Bronze","8 1/4 x 6 3/8 x 5 1/2"" (21 x 16.2 x 14 cm)","Gift of The Cantor, Fitzgerald Collection","431.1975","Sculpture","Painting & Sculpture","########","Y","81464","http://www.moma.org/collection/works/81464","http://www.moma.org/media/W1siZiIsIjE0OTgzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0ebff2cff64ae40d","","14","","21","","4.536","16.2","",""
"Head","Auguste Rodin","4978","(French, 1840â€“1917)","(French)","-1840","-1917","(Male)","c. 1893 (cast 1971)","Bronze","6 7/8 x 5 7/8 x 6 3/8"" (17.5 x 15 x 16.2 cm)","Gift of The Cantor, Fitzgerald Collection","432.1975","Sculpture","Painting & Sculpture","########","Y","81465","http://www.moma.org/collection/works/81465","http://www.moma.org/media/W1siZiIsIjUyMDIxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0567a62ae44505e1","","16.2","","17.5","","4.536","15","",""
"Blind Sea Turtle Cup","Ken Price","4734","(American, 1935â€“2012)","(American)","-1935","-2012","(Male)","1968","Ceramic sculpture in teakwood tray with sand in glass vitrine on wood pedestal","ceramic 2 7/8 x 3 7/8 x 5 5/8"" (7.2 x 9.8 x 14.2 cm); overall 63 1/2 x 29 1/2 x 32"" (161.3 x 74.9 x 81.3 cm)
","Fractional and promised gift of Charles Cowles","433.1972.a-f","Sculpture","Painting & Sculpture","########","Y","81466","http://www.moma.org/collection/works/81466","http://www.moma.org/media/W1siZiIsIjEwNjIxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a184f1c11cc747c0","","81.3","","161.3","","","74.9","",""
"Study for the Naked Balzac","Auguste Rodin","4978","(French, 1840â€“1917)","(French)","-1840","-1917","(Male)","c. 1893 (cast 1971)","Bronze","33 3/4 x 19 x 11"" (85.6 x 48.3 x 27.9 cm)","Gift of The Cantor, Fitzgerald Collection","433.1975","Sculpture","Painting & Sculpture","########","Y","81467","http://www.moma.org/collection/works/81467","http://www.moma.org/media/W1siZiIsIjUyMDIxMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4d8afaa651912d65","","27.9","","85.6","","32.8858","48.3","",""
"First Landing Jump","Robert Rauschenberg","4823","(American, 1925â€“2008)","(American)","-1925","-2008","(Male)","1961","Cloth, metal, leather, electric fixture, cable, and oil paint on board, with automobile tire and wood plank","7' 5 1/8"" x 6' x 8 7/8"" (226.3 x 182.8 x 22.5 cm)","Gift of Philip Johnson","434.1972","Sculpture","Painting & Sculpture","########","Y","81468","http://www.moma.org/collection/works/81468","http://www.moma.org/media/W1siZiIsIjIzMjcyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f7dd2da5d12325cb","","22.5","","226.3","","","182.8","",""
"Bust","Auguste Rodin","4978","(French, 1840â€“1917)","(French)","-1840","-1917","(Male)","c. 1894 (cast 1971)","Bronze","12 1/8 x 12 1/8 x 10 1/8"" (30.8 x 30.8 x 25.8 cm)","Gift of The Cantor, Fitzgerald Collection","434.1975","Sculpture","Painting & Sculpture","########","Y","81469","http://www.moma.org/collection/works/81469","http://www.moma.org/media/W1siZiIsIjIxMTM0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fa652affab55283c","","25.8","","30.8","","16.7831","30.8","",""
"Naked Figure Study for Balzac","Auguste Rodin","4978","(French, 1840â€“1917)","(French)","-1840","-1917","(Male)","c. 1894-95 (cast 1965)","Bronze","11 1/2 x 3 1/4 x 3 1/4"" (29.3 x 8.4 x 8.4 cm)","Gift of The Cantor, Fitzgerald Collection","435.1975","Sculpture","Painting & Sculpture","########","Y","81470","http://www.moma.org/collection/works/81470","http://www.moma.org/media/W1siZiIsIjIxMTM0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=136020ee9d12daa6","","8.4","","29.3","","","8.4","",""
"Headless Naked Figure Study for Balzac","Auguste Rodin","4978","(French, 1840â€“1917)","(French)","-1840","-1917","(Male)","1896 (cast 1970)","Bronze","39 x 15 1/4 x 12 1/2"" (99 x 38.6 x 32 cm)","Gift of The Cantor, Fitzgerald Collection","436.1975","Sculpture","Painting & Sculpture","########","Y","81472","http://www.moma.org/collection/works/81472","http://www.moma.org/media/W1siZiIsIjIxMTM0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1b03737e51255ada","","30.8","","5.4","","","38.4","",""
"Head","Auguste Rodin","4978","(French, 1840â€“1917)","(French)","-1840","-1917","(Male)","1897","Bronze","7 1/2 x 7 1/2 x 6 1/4"" (19 x 19 x 15.9 cm)","Gift of The Cantor, Fitzgerald Collection","437.1975","Sculpture","Painting & Sculpture","########","Y","81474","http://www.moma.org/collection/works/81474","http://www.moma.org/media/W1siZiIsIjIxMTM1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ab0d9f7512a292ab","","15.9","","19","","8.1647","19","",""
"Untitled Number 756","Petah Coyne","7389","(American, born 1953)","(American)","-1953","0","(Female)","1993-94","Synthetic ribbon, candles, wax, steel, and wire mesh","9' 1"" x 52"" x 49"" (276.9 x 132 x 124.3 cm)","Gift of Lily Auchincloss","437.1994.a-b","Sculpture","Painting & Sculpture","########","Y","81475","http://www.moma.org/collection/works/81475","","","124.5","","276.9","","","132.1","",""
"Lady with a Long Neck","Moustapha DimÃ©","7390","(Senegalese, 1952â€“1998)","(Senegalese)","-1952","-1998","(Male)","1992","Wood, iron and paint","6' 8 1/2"" x 39"" x 12""  (204.5 x 99 x 30.5 cm)","Gift of Agnes Gund and Daniel Shapiro","438.1994","Sculpture","Painting & Sculpture","########","Y","81476","http://www.moma.org/collection/works/81476","http://www.moma.org/media/W1siZiIsIjM5Mjc0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9ee9adf0c1446517","","30.5","","204.5","","","99.1","",""
"Horse and Rider","Marino Marini","3772","(Italian, 1901â€“1980)","(Italian)","-1901","-1980","(Male)","1942","Terra cotta","6 1/2 x 6 1/2 x 3 1/2"" (16.6 x 16.6 x 8.8 cm)","Frances R. Keech Bequest","441.1994","Sculpture","Painting & Sculpture","########","Y","81477","http://www.moma.org/collection/works/81477","http://www.moma.org/media/W1siZiIsIjIwODk1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=605f92420941cb66","","8.9","","16.5","","","16.5","",""
"Untitled (Stave)","Marisa Merz","7391","(Italian, 1926â€“2019)","(Italian)","-1926","-2019","(Female)","1993","Copper wire, gold leaf on clay, and steel","Dimensions variable, Museum installation 10' 5 3/4"" x 22' 8"" (322.5 x 690.8 cm); clay 6 1/4 x 5 1/2 x 7 1/2"" (15.6 x 14 x 19 cm)","Marcia Riklis Fund","442.1994.a-p","Sculpture","Painting & Sculpture","########","Y","81478","http://www.moma.org/collection/works/81478","http://www.moma.org/media/W1siZiIsIjExMTM5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c8238ad447d1fe0b","","","","319.4","","","690.9","",""
"Temple, I","Alexander Liberman","3537","(American, born Russia. 1912â€“1999)","(American)","-1912","-1999","(Male)","1963-64","Burnished aluminum","9' 2 3/8"" (279.9 cm) high, at base 60 x 60"" (152.4 x 152.4 cm)","Given in memory of Fernand Leval by his wife and children","449.1967.a-e","Sculpture","Painting & Sculpture","########","Y","81480","http://www.moma.org/collection/works/81480","","","","","280.4","","","","",""
"The Horse","Raymond Duchamp-Villon","1635","(French, 1876â€“1918)","(French)","-1876","-1918","(Male)","1914 (cast c. 1930-31)","Bronze","40 x 39 1/2 x 22 3/8"" (101.6 x 100.1 x 56.7 cm)","Van Gogh Purchase Fund","456.1937","Sculpture","Painting & Sculpture","########","Y","81482","http://www.moma.org/collection/works/81482","http://www.moma.org/media/W1siZiIsIjIyOTcxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=12662660ed21388c","","56.7","","101.6","","175.0885","100.1","",""
"Cornish Stone Circle","Richard Long","3591","(British, born 1945)","(British)","-1945","0","(Male)","1978","Stone slabs (Delabole slate), in 52 parts","Overall 19' 8 3/8"" (600 cm) in diameter","Gift of Barbara Jakobson and John R. Jakobson, Junior Council and Anonymous Funds","460.1978.a-zz","Sculpture","Painting & Sculpture","########","Y","81483","http://www.moma.org/collection/works/81483","http://www.moma.org/media/W1siZiIsIjIwODk3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea58dc08850ff8b0","","","599.4","","","","","",""
"No More Play","Alberto Giacometti","2141","(Swiss, 1901â€“1966)","(Swiss)","-1901","-1966","(Male)","1933","Plaster","1 3/4 x 17 1/2 x 22 3/4"" (4.5 x 44.7 x 57.8 cm)","Gift of Pierre Matisse in memory of Patricia Kane Matisse","465.1978","Sculpture","Painting & Sculpture","########","Y","81484","http://www.moma.org/collection/works/81484","http://www.moma.org/media/W1siZiIsIjUyMDM2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3812c66feabd96f3","","4.5","","44.7","","9.9791","57.8","",""
"Cat Litter","Robert Gober","2199","(American, born 1954)","(American)","-1954","0","(Male)","1989","Plaster, ink, and latex paint","17 x 8 x 5""  (43.2 x 20.3 x 12.7 cm)","Acquisition from the Werner Dannheisser Testamentary Trust","466.1996","Sculpture","Painting & Sculpture","########","Y","81486","http://www.moma.org/collection/works/81486","http://www.moma.org/media/W1siZiIsIjIyOTc2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=44be8f31fef5edaf","","12.7","","43.2","","","20.3","",""
"Hanging Heads #2 (Blue Andrew with Plug/White Julie, Mouth Closed)","Bruce Nauman","4243","(American, born 1941)","(American)","-1941","0","(Male)","1989","Wax and wire","Two heads 10 3/4 x 9 1/2 x 7 3/4"" (27.3 x 24.2 x 19.7 cm) and 10 1/2 x 8 3/4 x 7 1/4"" (26.7 x 22.2 x 18.4 cm), suspended approximately 72 3/4"" (185 cm) above the floor","Acquisition from the Werner Dannheisser Testamentary Trust","470.1996.a-b","Sculpture","Painting & Sculpture","########","Y","81489","http://www.moma.org/collection/works/81489","http://www.moma.org/media/W1siZiIsIjIxMTQ3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=31c6b168de8ff267","","19.7","","27.3","","","24.1","",""
"Learned Helplessness in Rats (Rock and Roll Drummer)","Bruce Nauman","4243","(American, born 1941)","(American)","-1941","0","(Male)","1988","Plexiglass maze, closed-circuit video camera, scanner and mount, switcher, two videotape players, 13-inch color monitor, 9-inch back-and-white monitor, video projector, and two videotapes (color, sound)","Dimensions variable","Acquisition from the Werner Dannheisser Testamentary Trust","471.1996","Installation","Painting & Sculpture","########","Y","81490","http://www.moma.org/collection/works/81490","http://www.moma.org/media/W1siZiIsIjQxMzY1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b32a2101da57745f","","330.2","","55.9","","","320","",""
"Laminated Plywood","Jackie Winsor","6402","(American, born Canada 1941)","(American)","-1941","0","(Female)","1973","Plywood","7 1/2 x 48 x 48"" (19.1 x 121.9 x 121.9 cm)","Gift of the Gilman Foundation in memory of J. Frederic Byers III","472.1978","Sculpture","Painting & Sculpture","########","Y","81491","http://www.moma.org/collection/works/81491","http://www.moma.org/media/W1siZiIsIjIwODk4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f8f85789c4ef55b8","","121.9","","19.1","","","121.9","",""
"Object ""Beehive""","Joseph Cornell","1247","(American, 1903â€“1972)","(American)","-1903","-1972","(Male)","1934","Painted wood box, printed papers, pins, brass thimble, cardboard, and copper screen","3 5/8 (9.2 cm) x 7 3/4"" (19.7 cm) in diameter","Gift of James Thrall Soby","473.1953.a-b","Sculpture","Painting & Sculpture","########","Y","81492","http://www.moma.org/collection/works/81492","http://www.moma.org/media/W1siZiIsIjIyOTc5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=119dbc8509a52948","","","19.685","9.2075","","","","",""
"Taglioni's Jewel Casket","Joseph Cornell","1247","(American, 1903â€“1972)","(American)","-1903","-1972","(Male)","1940","Velvet-lined wooden box containing glass necklace, jewelry fragments, glass chips, and glass cubes resting in slots on glass","4 3/4 x 11 7/8 x 8 1/4"" (12 x 30.2 x 21 cm)","Gift of James Thrall Soby","474.1953","Sculpture","Painting & Sculpture","########","Y","81493","http://www.moma.org/collection/works/81493","http://www.moma.org/media/W1siZiIsIjIxMTQ5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=82e5405eab92942d","","21","","12","","","30.2","",""
"Remainders: Novel, Sculpture, Film","Allen Ruppersberg","5084","(American, born 1944)","(American)","-1944","0","(Male)","1991","Self-published books, oak table, and cardboard boxes","45 x 47 1/2 x 29 7/8"" (114.4 x 120.6 x 75.9 cm)","Given anonymously","474.1996","Sculpture","Painting & Sculpture","########","Y","81494","http://www.moma.org/collection/works/81494","","","75.9","","114.3","","","120.7","",""
"Self-Portrait with Sliding Light","Christopher Wilmarth","6386","(American, 1943â€“1987)","(American)","-1943","-1987","(Male)","1987","Steel, bronze and lead","53 5/8 x 16 7/8 x 7 1/4"" (136.2 x 42.8 x 18.4 cm)","Gift of Susan Wilmarth","477.1996","Sculpture","Painting & Sculpture","########","Y","81495","http://www.moma.org/collection/works/81495","http://www.moma.org/media/W1siZiIsIjIyOTgzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=88d8c48e6df1d5bd","","18.4","","136.2","","","42.9","",""
"Ptolemy I","Jean (Hans) Arp","11","(French, born Germany (Alsace). 1886â€“1966)","(French)","-1886","-1966","(Male)","1953","Limestone","42 Ã— 20 Ã— 16 3/4"" (106.7 Ã— 50.8 Ã— 42.5 cm)","Gift of Mr. and Mrs. William A. M. Burden","494.1964","Sculpture","Painting & Sculpture","########","Y","81496","http://www.moma.org/collection/works/81496","http://www.moma.org/media/W1siZiIsIjI1MTg5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4617af94aff03721","","42.54509","","106.7","","136.0791","50.8001","",""
"144 Lead Square","Carl Andre","174","(American, born 1935)","(American)","-1935","0","(Male)","1969","Lead, 144 units","Overall 3/8"" x 12' x 12' (1 x 367.8 x 367.8 cm)","Advisory Committee Fund","494.1969","Sculpture","Painting & Sculpture","########","Y","81497","http://www.moma.org/collection/works/81497","http://www.moma.org/media/W1siZiIsIjE2ODY2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d74ef8bceb73acbe","","369.6","","1","","","385.8","",""
"Valetudinarian","Arman","220","(American, born France. 1928â€“2005)","(American)","-1928","-2005","(Male)","1960","Pill bottles in a painted wood box with glass top","16 x 23 3/4 x 3 1/8"" (40.4 x 60.2 x 7.9 cm)","Gift of Philip Johnson","494.197","Sculpture","Painting & Sculpture","########","Y","81498","http://www.moma.org/collection/works/81498","","","7.9","","40.4","","9.5255","60.2","",""
"Boom! Boom!","Arman","220","(American, born France. 1928â€“2005)","(American)","-1928","-2005","(Male)","1960","Plastic water pistols in plexiglass case","8 1/4 x 23 1/4 x 4 1/2"" (21 x 59 x 11.2 cm)","Gift of Philip Johnson","495.197","Sculpture","Painting & Sculpture","########","Y","81499","http://www.moma.org/collection/works/81499","","","11.2","","21","","2.9484","59","",""
"Sirur","Olle Baertling","283","(Swedish, 1911â€“1981)","(Swedish)","-1911","-1981","(Male)","1959","Painted steel","9' 2 1/2"" x 12' 4"" x 58"" (280.6 x 375.5 x 147.3 cm) at base 19 3/8 x 14"" (49.1 x 35.4 cm)","Gift of Mr. and Mrs. Leif SjÃ¶berg","496.1964.a-d","Sculpture","Painting & Sculpture","########","Y","81500","http://www.moma.org/collection/works/81500","","","147.3","","280.6","","30.8446","375.5","",""
